state,date,sex,age,abs,rate
Perlis,2022-01-01,female,45-49,88,97.1
Perlis,2022-01-01,female,50-54,63,47.0
Perlis,2022-01-01,female,55-59,49,29.9
Perlis,2022-01-01,female,60-64,12,5.4
Perlis,2022-01-01,female,65+,17,2.0
Perlis,2022-01-01,male,all,1965,23.6
Perlis,2022-01-01,male,< 20,33,0.6
Perlis,2022-01-01,male,20-24,356,32.3
Perlis,2022-01-01,male,25-29,728,78.5
Perlis,2022-01-01,male,30-34,355,91.9
Perlis,2022-01-01,male,35-39,151,88.7
Perlis,2022-01-01,male,40-44,96,126.5
Perlis,2022-01-01,male,45-49,69,141.1
Perlis,2022-01-01,male,50-54,56,98.8
Perlis,2022-01-01,male,55-59,37,73.4
Perlis,2022-01-01,male,60-64,38,66.7
Perlis,2022-01-01,male,65+,46,18.8
Pulau Pinang,2017-01-01,female,all,9488,20.89
Pulau Pinang,2017-01-01,female,< 20,299,1.3
Pulau Pinang,2017-01-01,female,20-24,2442,36.7
Pulau Pinang,2017-01-01,female,25-29,3877,98.37
Pulau Pinang,2017-01-01,female,30-34,1604,84.86
Pulau Pinang,2017-01-01,female,35-39,665,60.65
Pulau Pinang,2017-01-01,female,40-44,280,34.09
Pulau Pinang,2017-01-01,female,45-49,154,17.99
Pulau Pinang,2017-01-01,female,50-54,96,10.15
Pulau Pinang,2017-01-01,female,55-59,41,3.93
Pulau Pinang,2017-01-01,female,60-64,17,1.38
Pulau Pinang,2017-01-01,female,65+,13,0.34
Pulau Pinang,2017-01-01,male,all,9104,20.15
Pulau Pinang,2017-01-01,male,< 20,74,0.3
Pulau Pinang,2017-01-01,male,20-24,1398,18.94
Pulau Pinang,2017-01-01,male,25-29,3637,71.07
Pulau Pinang,2017-01-01,male,30-34,2086,77.89
Pulau Pinang,2017-01-01,male,35-39,929,66.79
Pulau Pinang,2017-01-01,male,40-44,421,47.77
Pulau Pinang,2017-01-01,male,45-49,208,30.74
Pulau Pinang,2017-01-01,male,50-54,157,27.91
Pulau Pinang,2017-01-01,male,55-59,98,20.02
Pulau Pinang,2017-01-01,male,60-64,49,11.12
Pulau Pinang,2017-01-01,male,65+,47,3.68
Pulau Pinang,2018-01-01,female,all,9758,21.4
Pulau Pinang,2018-01-01,female,< 20,251,1.1
Pulau Pinang,2018-01-01,female,20-24,2403,36.3
Pulau Pinang,2018-01-01,female,25-29,3895,97.2
Pulau Pinang,2018-01-01,female,30-34,1843,96.6
Pulau Pinang,2018-01-01,female,35-39,711,62.0
Pulau Pinang,2018-01-01,female,40-44,282,34.4
Pulau Pinang,2018-01-01,female,45-49,187,21.7
Pulau Pinang,2018-01-01,female,50-54,92,9.5
Pulau Pinang,2018-01-01,female,55-59,66,6.3
Pulau Pinang,2018-01-01,female,60-64,19,1.5
Pulau Pinang,2018-01-01,female,65+,9,0.2
Pulau Pinang,2018-01-01,male,all,9394,20.7
Pulau Pinang,2018-01-01,male,< 20,66,0.3
Pulau Pinang,2018-01-01,male,20-24,1399,18.9
Pulau Pinang,2018-01-01,male,25-29,3570,67.9
Pulau Pinang,2018-01-01,male,30-34,2329,88.2
Pulau Pinang,2018-01-01,male,35-39,977,67.3
Pulau Pinang,2018-01-01,male,40-44,423,48.0
Pulau Pinang,2018-01-01,male,45-49,236,34.3
Pulau Pinang,2018-01-01,male,50-54,138,24.2
Pulau Pinang,2018-01-01,male,55-59,118,23.8
Pulau Pinang,2018-01-01,male,60-64,61,13.4
Pulau Pinang,2018-01-01,male,65+,77,5.8
Pulau Pinang,2019-01-01,female,all,9637,21.2
Pulau Pinang,2019-01-01,female,< 20,282,1.3
Pulau Pinang,2019-01-01,female,20-24,2327,35.8
Pulau Pinang,2019-01-01,female,25-29,3837,95.8
Pulau Pinang,2019-01-01,female,30-34,1753,92.1
Pulau Pinang,2019-01-01,female,35-39,704,59.2
Pulau Pinang,2019-01-01,female,40-44,339,41.5
Pulau Pinang,2019-01-01,female,45-49,189,21.9
Pulau Pinang,2019-01-01,female,50-54,110,11.1
Pulau Pinang,2019-01-01,female,55-59,58,5.4
Pulau Pinang,2019-01-01,female,60-64,26,2.0
Pulau Pinang,2019-01-01,female,65+,12,0.3
Pulau Pinang,2019-01-01,male,all,9411,20.9
Pulau Pinang,2019-01-01,male,< 20,85,0.4
Pulau Pinang,2019-01-01,male,20-24,1339,18.4
Pulau Pinang,2019-01-01,male,25-29,3652,68.7
Pulau Pinang,2019-01-01,male,30-34,2248,87.1
Pulau Pinang,2019-01-01,male,35-39,970,64.8
Pulau Pinang,2019-01-01,male,40-44,433,48.9
Pulau Pinang,2019-01-01,male,45-49,284,40.9
Pulau Pinang,2019-01-01,male,50-54,149,25.7
Pulau Pinang,2019-01-01,male,55-59,133,26.5
Pulau Pinang,2019-01-01,male,60-64,48,10.2
Pulau Pinang,2019-01-01,male,65+,70,5.0
Pulau Pinang,2020-01-01,female,all,8740,19.4
Pulau Pinang,2020-01-01,female,< 20,214,1.0
Pulau Pinang,2020-01-01,female,20-24,2247,35.5
Pulau Pinang,2020-01-01,female,25-29,3616,91.4
Pulau Pinang,2020-01-01,female,30-34,1438,75.6
Pulau Pinang,2020-01-01,female,35-39,672,55.1
Pulau Pinang,2020-01-01,female,40-44,262,31.8
Pulau Pinang,2020-01-01,female,45-49,132,15.3
Pulau Pinang,2020-01-01,female,50-54,63,6.3
Pulau Pinang,2020-01-01,female,55-59,59,5.4
Pulau Pinang,2020-01-01,female,60-64,21,1.6
Pulau Pinang,2020-01-01,female,65+,16,0.4
Pulau Pinang,2020-01-01,male,all,8830,19.8
Pulau Pinang,2020-01-01,male,< 20,58,0.2
Pulau Pinang,2020-01-01,male,20-24,1382,19.6
Pulau Pinang,2020-01-01,male,25-29,3713,69.9
Pulau Pinang,2020-01-01,male,30-34,1970,78.3
Pulau Pinang,2020-01-01,male,35-39,845,56.0
Pulau Pinang,2020-01-01,male,40-44,367,41.0
Pulau Pinang,2020-01-01,male,45-49,214,30.8
Pulau Pinang,2020-01-01,male,50-54,112,19.0
Pulau Pinang,2020-01-01,male,55-59,76,15.0
Pulau Pinang,2020-01-01,male,60-64,56,11.6
Pulau Pinang,2020-01-01,male,65+,37,2.5
Pulau Pinang,2021-01-01,female,all,9432,21.4
Pulau Pinang,2021-01-01,female,< 20,216,1.0
Pulau Pinang,2021-01-01,female,20-24,2616,42.2
Pulau Pinang,2021-01-01,female,25-29,3911,101.1
Pulau Pinang,2021-01-01,female,30-34,1480,79.6
Pulau Pinang,2021-01-01,female,35-39,601,50.3
Pulau Pinang,2021-01-01,female,40-44,280,34.8
Pulau Pinang,2021-01-01,female,45-49,154,18.2
Pulau Pinang,2021-01-01,female,50-54,82,8.4
Pulau Pinang,2021-01-01,female,55-59,46,4.3
Pulau Pinang,2021-01-01,female,60-64,27,2.1
Pulau Pinang,2021-01-01,female,65+,19,0.4
Pulau Pinang,2021-01-01,male,all,9383,19.9
Pulau Pinang,2021-01-01,male,< 20,61,0.2
Pulau Pinang,2021-01-01,male,20-24,1647,22.1
Pulau Pinang,2021-01-01,male,25-29,4048,72.2
Pulau Pinang,2021-01-01,male,30-34,1962,73.9
Pulau Pinang,2021-01-01,male,35-39,807,50.6
Pulau Pinang,2021-01-01,male,40-44,361,38.2
Pulau Pinang,2021-01-01,male,45-49,211,28.7
Pulau Pinang,2021-01-01,male,50-54,107,17.2
Pulau Pinang,2021-01-01,male,55-59,74,13.8
Pulau Pinang,2021-01-01,male,60-64,44,8.7
Pulau Pinang,2021-01-01,male,65+,61,4.0
Pulau Pinang,2022-01-01,female,all,10002,22.7
Pulau Pinang,2022-01-01,female,< 20,215,1.0
Pulau Pinang,2022-01-01,female,20-24,2358,38.4
Pulau Pinang,2022-01-01,female,25-29,3979,103.8
Pulau Pinang,2022-01-01,female,30-34,1872,101.5
Pulau Pinang,2022-01-01,female,35-39,756,63.9
Pulau Pinang,2022-01-01,female,40-44,366,45.9
Pulau Pinang,2022-01-01,female,45-49,204,24.3
Pulau Pinang,2022-01-01,female,50-54,106,10.9
Pulau Pinang,2022-01-01,female,55-59,82,7.7
Pulau Pinang,2022-01-01,female,60-64,40,3.1
Pulau Pinang,2022-01-01,female,65+,24,0.6
Pulau Pinang,2022-01-01,male,all,10067,21.6
Pulau Pinang,2022-01-01,male,< 20,56,0.2
Pulau Pinang,2022-01-01,male,20-24,1515,20.5
Pulau Pinang,2022-01-01,male,25-29,3952,71.2
Pulau Pinang,2022-01-01,male,30-34,2260,86.0
Pulau Pinang,2022-01-01,male,35-39,1057,67.0
Pulau Pinang,2022-01-01,male,40-44,509,54.4
Pulau Pinang,2022-01-01,male,45-49,281,38.6
Pulau Pinang,2022-01-01,male,50-54,151,24.5
Pulau Pinang,2022-01-01,male,55-59,130,24.5
Pulau Pinang,2022-01-01,male,60-64,57,11.3
Pulau Pinang,2022-01-01,male,65+,99,6.5
Sabah,2017-01-01,female,all,14470,14.51
Sabah,2017-01-01,female,< 20,1033,1.61
Sabah,2017-01-01,female,20-24,4322,33.91
Sabah,2017-01-01,female,25-29,5226,65.76
Sabah,2017-01-01,female,30-34,2235,66.76
Sabah,2017-01-01,female,35-39,886,47.07
Sabah,2017-01-01,female,40-44,366,27.1
Sabah,2017-01-01,female,45-49,210,18.29
Sabah,2017-01-01,female,50-54,111,8.77
Sabah,2017-01-01,female,55-59,55,4.24
Sabah,2017-01-01,female,60-64,18,1.38
Sabah,2017-01-01,female,65+,8,0.25
Sabah,2017-01-01,male,all,13843,12.43
Sabah,2017-01-01,male,< 20,302,0.43
Sabah,2017-01-01,male,20-24,2696,16.21
Sabah,2017-01-01,male,25-29,5237,44.08
Sabah,2017-01-01,male,30-34,2990,57.17
Sabah,2017-01-01,male,35-39,1258,48.54
Sabah,2017-01-01,male,40-44,548,40.91
Sabah,2017-01-01,male,45-49,295,35.41
Sabah,2017-01-01,male,50-54,226,34.68
Sabah,2017-01-01,male,55-59,151,26.74
Sabah,2017-01-01,male,60-64,78,14.32
Sabah,2017-01-01,male,65+,62,4.55
Sabah,2018-01-01,female,all,16340,16.4
Sabah,2018-01-01,female,< 20,1159,1.8
Sabah,2018-01-01,female,20-24,4645,36.7
Sabah,2018-01-01,female,25-29,6145,76.1
Sabah,2018-01-01,female,30-34,2447,72.5
Sabah,2018-01-01,female,35-39,999,50.2
Sabah,2018-01-01,female,40-44,437,31.9
Sabah,2018-01-01,female,45-49,267,22.9
Sabah,2018-01-01,female,50-54,155,12.0
Sabah,2018-01-01,female,55-59,45,3.3
Sabah,2018-01-01,female,60-64,24,1.7
Sabah,2018-01-01,female,65+,17,0.5
Sabah,2018-01-01,male,all,15501,13.9
Sabah,2018-01-01,male,< 20,325,0.5
Sabah,2018-01-01,male,20-24,3006,18.1
Sabah,2018-01-01,male,25-29,5916,48.6
Sabah,2018-01-01,male,30-34,3345,64.1
Sabah,2018-01-01,male,35-39,1396,51.1
Sabah,2018-01-01,male,40-44,598,44.0
Sabah,2018-01-01,male,45-49,364,43.2
Sabah,2018-01-01,male,50-54,228,34.9
Sabah,2018-01-01,male,55-59,154,26.5
Sabah,2018-01-01,male,60-64,84,14.5
Sabah,2018-01-01,male,65+,85,6.0
Sabah,2019-01-01,female,all,16515,16.6
Sabah,2019-01-01,female,< 20,1011,1.6
Sabah,2019-01-01,female,20-24,4448,35.8
Sabah,2019-01-01,female,25-29,6333,78.5
Sabah,2019-01-01,female,30-34,2645,78.2
Sabah,2019-01-01,female,35-39,1089,52.8
Sabah,2019-01-01,female,40-44,441,31.6
Sabah,2019-01-01,female,45-49,264,22.4
Sabah,2019-01-01,female,50-54,165,12.6
Sabah,2019-01-01,female,55-59,67,4.8
Sabah,2019-01-01,female,60-64,39,2.6
Sabah,2019-01-01,female,65+,13,0.4
Sabah,2019-01-01,male,all,15447,13.9
Sabah,2019-01-01,male,< 20,296,0.4
Sabah,2019-01-01,male,20-24,2757,16.9
Sabah,2019-01-01,male,25-29,5881,48.2
Sabah,2019-01-01,male,30-34,3499,67.6
Sabah,2019-01-01,male,35-39,1433,51.2
Sabah,2019-01-01,male,40-44,653,47.6
Sabah,2019-01-01,male,45-49,344,40.9
Sabah,2019-01-01,male,50-54,221,34.2
Sabah,2019-01-01,male,55-59,179,30.6
Sabah,2019-01-01,male,60-64,95,15.7
Sabah,2019-01-01,male,65+,89,6.1
Sabah,2020-01-01,female,all,12459,12.7
Sabah,2020-01-01,female,< 20,764,1.2
Sabah,2020-01-01,female,20-24,3410,28.2
Sabah,2020-01-01,female,25-29,4680,59.1
Sabah,2020-01-01,female,30-34,1982,58.6
Sabah,2020-01-01,female,35-39,862,41.1
Sabah,2020-01-01,female,40-44,373,26.1
Sabah,2020-01-01,female,45-49,195,16.4
Sabah,2020-01-01,female,50-54,112,8.5
Sabah,2020-01-01,female,55-59,50,3.5
Sabah,2020-01-01,female,60-64,22,1.4
Sabah,2020-01-01,female,65+,9,0.2
Sabah,2020-01-01,male,all,11849,10.8
Sabah,2020-01-01,male,< 20,212,0.3
Sabah,2020-01-01,male,20-24,2163,13.5
Sabah,2020-01-01,male,25-29,4566,37.9
Sabah,2020-01-01,male,30-34,2653,51.7
Sabah,2020-01-01,male,35-39,1065,37.8
Sabah,2020-01-01,male,40-44,515,36.9
Sabah,2020-01-01,male,45-49,259,30.9
Sabah,2020-01-01,male,50-54,187,29.2
Sabah,2020-01-01,male,55-59,113,19.2
Sabah,2020-01-01,male,60-64,60,9.5
Sabah,2020-01-01,male,65+,56,3.7
Sabah,2021-01-01,female,all,16830,18.2
Sabah,2021-01-01,female,< 20,730,1.2
Sabah,2021-01-01,female,20-24,4300,37.7
Sabah,2021-01-01,female,25-29,6900,92.2
Sabah,2021-01-01,female,30-34,2875,90.0
Sabah,2021-01-01,female,35-39,1151,58.1
Sabah,2021-01-01,female,40-44,471,34.9
Sabah,2021-01-01,female,45-49,215,19.2
Sabah,2021-01-01,female,50-54,121,9.7
Sabah,2021-01-01,female,55-59,46,3.4
Sabah,2021-01-01,female,60-64,14,0.9
Sabah,2021-01-01,female,65+,7,0.2
Sabah,2021-01-01,male,all,15897,14.8
Sabah,2021-01-01,male,< 20,189,0.3
Sabah,2021-01-01,male,20-24,2539,16.2
Sabah,2021-01-01,male,25-29,6523,55.3
Sabah,2021-01-01,male,30-34,3739,74.4
Sabah,2021-01-01,male,35-39,1516,55.0
Sabah,2021-01-01,male,40-44,684,50.0
Sabah,2021-01-01,male,45-49,298,36.3
Sabah,2021-01-01,male,50-54,180,28.7
Sabah,2021-01-01,male,55-59,122,21.1
Sabah,2021-01-01,male,60-64,54,8.7
Sabah,2021-01-01,male,65+,53,3.6
Sabah,2022-01-01,female,all,17239,18.8
Sabah,2022-01-01,female,< 20,701,1.2
Sabah,2022-01-01,female,20-24,3977,35.2
Sabah,2022-01-01,female,25-29,6698,90.3
Sabah,2022-01-01,female,30-34,3144,99.3
Sabah,2022-01-01,female,35-39,1402,71.3
Sabah,2022-01-01,female,40-44,643,48.1
Sabah,2022-01-01,female,45-49,351,31.7
Sabah,2022-01-01,female,50-54,179,14.5
Sabah,2022-01-01,female,55-59,77,5.8
Sabah,2022-01-01,female,60-64,40,2.7
Sabah,2022-01-01,female,65+,27,0.8
Sabah,2022-01-01,male,all,15855,15.0
Sabah,2022-01-01,male,< 20,186,0.3
Sabah,2022-01-01,male,20-24,2378,15.4
Sabah,2022-01-01,male,25-29,5805,49.7
Sabah,2022-01-01,male,30-34,3861,77.6
Sabah,2022-01-01,male,35-39,1748,64.1
Sabah,2022-01-01,male,40-44,890,65.8
Sabah,2022-01-01,male,45-49,393,48.4
Sabah,2022-01-01,male,50-54,241,38.8
Sabah,2022-01-01,male,55-59,155,27.1
Sabah,2022-01-01,male,60-64,88,14.3
Sabah,2022-01-01,male,65+,110,7.5
Sarawak,2017-01-01,female,all,15024,22.12
Sarawak,2017-01-01,female,< 20,1835,4.19
Sarawak,2017-01-01,female,20-24,4968,74.57
Sarawak,2017-01-01,female,25-29,4942,115.79
Sarawak,2017-01-01,female,30-34,1856,97.2
Sarawak,2017-01-01,female,35-39,761,67.28
Sarawak,2017-01-01,female,40-44,346,35.11
Sarawak,2017-01-01,female,45-49,183,19.44
Sarawak,2017-01-01,female,50-54,82,7.4
Sarawak,2017-01-01,female,55-59,31,2.66
Sarawak,2017-01-01,female,60-64,18,1.27
Sarawak,2017-01-01,female,65+,2,0.04
Sarawak,2017-01-01,male,all,15195,20.99
Sarawak,2017-01-01,male,< 20,638,1.39
Sarawak,2017-01-01,male,20-24,3745,37.38
Sarawak,2017-01-01,male,25-29,5456,79.1
Sarawak,2017-01-01,male,30-34,2869,95.31
Sarawak,2017-01-01,male,35-39,1217,75.34
Sarawak,2017-01-01,male,40-44,566,62.04
Sarawak,2017-01-01,male,45-49,312,48.85
Sarawak,2017-01-01,male,50-54,189,35.2
Sarawak,2017-01-01,male,55-59,99,21.27
Sarawak,2017-01-01,male,60-64,88,16.78
Sarawak,2017-01-01,male,65+,16,0.86
Sarawak,2018-01-01,female,all,15248,22.5
Sarawak,2018-01-01,female,< 20,1677,3.9
Sarawak,2018-01-01,female,20-24,4969,74.7
Sarawak,2018-01-01,female,25-29,5002,113.7
Sarawak,2018-01-01,female,30-34,2037,104.0
Sarawak,2018-01-01,female,35-39,792,67.3
Sarawak,2018-01-01,female,40-44,393,40.4
Sarawak,2018-01-01,female,45-49,215,22.5
Sarawak,2018-01-01,female,50-54,93,8.2
Sarawak,2018-01-01,female,55-59,41,3.4
Sarawak,2018-01-01,female,60-64,25,1.7
Sarawak,2018-01-01,female,65+,4,0.1
Sarawak,2018-01-01,male,all,15530,21.5
Sarawak,2018-01-01,male,< 20,632,1.4
Sarawak,2018-01-01,male,20-24,3634,36.4
Sarawak,2018-01-01,male,25-29,5737,80.2
Sarawak,2018-01-01,male,30-34,2945,95.9
Sarawak,2018-01-01,male,35-39,1191,71.8
Sarawak,2018-01-01,male,40-44,610,67.7
Sarawak,2018-01-01,male,45-49,350,54.7
Sarawak,2018-01-01,male,50-54,207,38.3
Sarawak,2018-01-01,male,55-59,114,23.7
Sarawak,2018-01-01,male,60-64,83,15.2
Sarawak,2018-01-01,male,65+,27,1.4
Sarawak,2019-01-01,female,all,14577,21.6
Sarawak,2019-01-01,female,< 20,1657,3.9
Sarawak,2019-01-01,female,20-24,4640,70.6
Sarawak,2019-01-01,female,25-29,4788,107.5
Sarawak,2019-01-01,female,30-34,1951,96.8
Sarawak,2019-01-01,female,35-39,784,64.6
Sarawak,2019-01-01,female,40-44,361,37.6
Sarawak,2019-01-01,female,45-49,200,20.7
Sarawak,2019-01-01,female,50-54,114,9.8
Sarawak,2019-01-01,female,55-59,60,4.8
Sarawak,2019-01-01,female,60-64,17,1.1
Sarawak,2019-01-01,female,65+,5,0.1
Sarawak,2019-01-01,male,all,14858,20.7
Sarawak,2019-01-01,male,< 20,677,1.5
Sarawak,2019-01-01,male,20-24,3443,35.2
Sarawak,2019-01-01,male,25-29,5288,72.4
Sarawak,2019-01-01,male,30-34,2847,91.9
Sarawak,2019-01-01,male,35-39,1267,74.3
Sarawak,2019-01-01,male,40-44,549,62.1
Sarawak,2019-01-01,male,45-49,364,57.3
Sarawak,2019-01-01,male,50-54,194,35.7
Sarawak,2019-01-01,male,55-59,110,22.3
Sarawak,2019-01-01,male,60-64,95,17.0
Sarawak,2019-01-01,male,65+,24,1.2
Sarawak,2020-01-01,female,all,12886,19.2
Sarawak,2020-01-01,female,< 20,1569,3.8
Sarawak,2020-01-01,female,20-24,4211,64.5
Sarawak,2020-01-01,female,25-29,4054,90.2
Sarawak,2020-01-01,female,30-34,1714,83.4
Sarawak,2020-01-01,female,35-39,685,55.1
Sarawak,2020-01-01,female,40-44,307,31.9
Sarawak,2020-01-01,female,45-49,193,20.0
Sarawak,2020-01-01,female,50-54,88,7.4
Sarawak,2020-01-01,female,55-59,39,3.1
Sarawak,2020-01-01,female,60-64,18,1.2
Sarawak,2020-01-01,female,65+,8,0.2
Sarawak,2020-01-01,male,all,13123,18.5
Sarawak,2020-01-01,male,< 20,608,1.4
Sarawak,2020-01-01,male,20-24,3190,33.2
Sarawak,2020-01-01,male,25-29,4796,65.3
Sarawak,2020-01-01,male,30-34,2360,75.6
Sarawak,2020-01-01,male,35-39,1052,60.8
Sarawak,2020-01-01,male,40-44,514,58.2
Sarawak,2020-01-01,male,45-49,258,41.3
Sarawak,2020-01-01,male,50-54,149,27.2
Sarawak,2020-01-01,male,55-59,102,20.2
Sarawak,2020-01-01,male,60-64,75,13.1
Sarawak,2020-01-01,male,65+,19,0.9
Sarawak,2021-01-01,female,all,14794,22.9
Sarawak,2021-01-01,female,< 20,1452,3.6
Sarawak,2021-01-01,female,20-24,4426,70.3
Sarawak,2021-01-01,female,25-29,4974,114.9
Sarawak,2021-01-01,female,30-34,2183,110.3
Sarawak,2021-01-01,female,35-39,818,68.3
Sarawak,2021-01-01,female,40-44,411,44.4
Sarawak,2021-01-01,female,45-49,247,26.6
Sarawak,2021-01-01,female,50-54,123,10.8
Sarawak,2021-01-01,female,55-59,67,5.5
Sarawak,2021-01-01,female,60-64,51,3.4
Sarawak,2021-01-01,female,65+,42,0.8
Sarawak,2021-01-01,male,all,15032,21.1
Sarawak,2021-01-01,male,< 20,510,1.2
Sarawak,2021-01-01,male,20-24,3265,33.9
Sarawak,2021-01-01,male,25-29,5650,76.6
Sarawak,2021-01-01,male,30-34,2992,95.5
Sarawak,2021-01-01,male,35-39,1193,68.7
Sarawak,2021-01-01,male,40-44,592,66.8
Sarawak,2021-01-01,male,45-49,306,48.8
Sarawak,2021-01-01,male,50-54,212,38.6
Sarawak,2021-01-01,male,55-59,146,28.8
Sarawak,2021-01-01,male,60-64,53,9.2
Sarawak,2021-01-01,male,65+,113,5.2
Sarawak,2022-01-01,female,all,16382,25.4
Sarawak,2022-01-01,female,< 20,1165,2.9
Sarawak,2022-01-01,female,20-24,4585,73.1
Sarawak,2022-01-01,female,25-29,5875,136.3
Sarawak,2022-01-01,female,30-34,2648,134.3
Sarawak,2022-01-01,female,35-39,1068,89.5
Sarawak,2022-01-01,female,40-44,511,55.4
Sarawak,2022-01-01,female,45-49,273,29.5
Sarawak,2022-01-01,female,50-54,146,12.8
Sarawak,2022-01-01,female,55-59,67,5.5
Sarawak,2022-01-01,female,60-64,32,2.2
Sarawak,2022-01-01,female,65+,12,0.2
Sarawak,2022-01-01,male,all,16707,23.6
Sarawak,2022-01-01,male,< 20,376,0.9
Sarawak,2022-01-01,male,20-24,3449,36.0
Sarawak,2022-01-01,male,25-29,6179,84.3
Sarawak,2022-01-01,male,30-34,3645,117.1
Sarawak,2022-01-01,male,35-39,1458,84.5
Sarawak,2022-01-01,male,40-44,709,80.5
Sarawak,2022-01-01,male,45-49,379,60.8
Sarawak,2022-01-01,male,50-54,213,39.0
Sarawak,2022-01-01,male,55-59,139,27.6
Sarawak,2022-01-01,male,60-64,70,12.3
Sarawak,2022-01-01,male,65+,90,4.1
Selangor,2017-01-01,female,all,34938,22.59
Selangor,2017-01-01,female,< 20,1038,1.11
Selangor,2017-01-01,female,20-24,8861,48.85
Selangor,2017-01-01,female,25-29,14720,123.5
Selangor,2017-01-01,female,30-34,5850,92.18
Selangor,2017-01-01,female,35-39,2211,62.1
Selangor,2017-01-01,female,40-44,1021,41.34
Selangor,2017-01-01,female,45-49,585,25.76
Selangor,2017-01-01,female,50-54,361,13.89
Selangor,2017-01-01,female,55-59,164,6.08
Selangor,2017-01-01,female,60-64,84,2.92
Selangor,2017-01-01,female,65+,43,0.53
Selangor,2017-01-01,male,all,38965,23.36
Selangor,2017-01-01,male,< 20,286,0.29
Selangor,2017-01-01,male,20-24,5826,26.28
Selangor,2017-01-01,male,25-29,16749,85.95
Selangor,2017-01-01,male,30-34,8614,86.22
Selangor,2017-01-01,male,35-39,3519,73.69
Selangor,2017-01-01,male,40-44,1679,69.68
Selangor,2017-01-01,male,45-49,889,59.4
Selangor,2017-01-01,male,50-54,615,50.57
Selangor,2017-01-01,male,55-59,387,37.25
Selangor,2017-01-01,male,60-64,201,20.04
Selangor,2017-01-01,male,65+,200,6.99
Selangor,2018-01-01,female,all,34760,22.3
Selangor,2018-01-01,female,< 20,952,1.0
Selangor,2018-01-01,female,20-24,8504,47.5
Selangor,2018-01-01,female,25-29,14754,130.2
Selangor,2018-01-01,female,30-34,5951,92.5
Selangor,2018-01-01,female,35-39,2299,60.6
Selangor,2018-01-01,female,40-44,1055,42.0
Selangor,2018-01-01,female,45-49,587,25.0
Selangor,2018-01-01,female,50-54,355,13.2
Selangor,2018-01-01,female,55-59,177,6.3
Selangor,2018-01-01,female,60-64,84,2.8
Selangor,2018-01-01,female,65+,42,0.5
Selangor,2018-01-01,male,all,38971,23.2
Selangor,2018-01-01,male,< 20,259,0.3
Selangor,2018-01-01,male,20-24,5728,25.8
Selangor,2018-01-01,male,25-29,16543,88.0
Selangor,2018-01-01,male,30-34,8828,88.3
Selangor,2018-01-01,male,35-39,3534,71.1
Selangor,2018-01-01,male,40-44,1727,70.2
Selangor,2018-01-01,male,45-49,939,61.4
Selangor,2018-01-01,male,50-54,600,48.6
Selangor,2018-01-01,male,55-59,360,33.3
Selangor,2018-01-01,male,60-64,206,19.5
Selangor,2018-01-01,male,65+,247,8.1
Selangor,2019-01-01,female,all,34430,22.1
Selangor,2019-01-01,female,< 20,803,0.9
Selangor,2019-01-01,female,20-24,7926,45.2
Selangor,2019-01-01,female,25-29,14828,139.4
Selangor,2019-01-01,female,30-34,5816,91.0
Selangor,2019-01-01,female,35-39,2512,63.0
Selangor,2019-01-01,female,40-44,1174,45.7
Selangor,2019-01-01,female,45-49,664,27.6
Selangor,2019-01-01,female,50-54,371,13.4
Selangor,2019-01-01,female,55-59,201,6.9
Selangor,2019-01-01,female,60-64,89,2.8
Selangor,2019-01-01,female,65+,46,0.5
Selangor,2019-01-01,male,all,38775,23.2
Selangor,2019-01-01,male,< 20,233,0.2
Selangor,2019-01-01,male,20-24,5312,24.3
Selangor,2019-01-01,male,25-29,16772,94.6
Selangor,2019-01-01,male,30-34,8512,86.6
Selangor,2019-01-01,male,35-39,3720,72.8
Selangor,2019-01-01,male,40-44,1725,68.4
Selangor,2019-01-01,male,45-49,971,61.6
Selangor,2019-01-01,male,50-54,612,48.7
Selangor,2019-01-01,male,55-59,429,38.5
Selangor,2019-01-01,male,60-64,250,22.6
Selangor,2019-01-01,male,65+,239,7.5
Selangor,2020-01-01,female,all,29780,19.1
Selangor,2020-01-01,female,< 20,539,0.6
Selangor,2020-01-01,female,20-24,7017,40.7
Selangor,2020-01-01,female,25-29,13505,134.8
Selangor,2020-01-01,female,30-34,4712,75.3
Selangor,2020-01-01,female,35-39,1980,48.0
Selangor,2020-01-01,female,40-44,935,35.2
Selangor,2020-01-01,female,45-49,489,19.9
Selangor,2020-01-01,female,50-54,311,11.0
Selangor,2020-01-01,female,55-59,177,5.8
Selangor,2020-01-01,female,60-64,70,2.1
Selangor,2020-01-01,female,65+,45,0.5
Selangor,2020-01-01,male,all,33808,20.4
Selangor,2020-01-01,male,< 20,182,0.2
Selangor,2020-01-01,male,20-24,4765,22.1
Selangor,2020-01-01,male,25-29,15390,92.0
Selangor,2020-01-01,male,30-34,7276,76.3
Selangor,2020-01-01,male,35-39,3008,58.1
Selangor,2020-01-01,male,40-44,1317,50.7
Selangor,2020-01-01,male,45-49,753,46.8
Selangor,2020-01-01,male,50-54,410,32.1
Selangor,2020-01-01,male,55-59,333,29.1
Selangor,2020-01-01,male,60-64,172,14.8
Selangor,2020-01-01,male,65+,202,5.9
Selangor,2021-01-01,female,all,38856,23.3
Selangor,2021-01-01,female,< 20,630,0.6
Selangor,2021-01-01,female,20-24,9215,49.9
Selangor,2021-01-01,female,25-29,18193,169.5
